student_id,gender,study_hours,attendance_percent,previous_score,assignments_completed,sleep_hours,internet_hours,extracurricular_activity,study_method,parent_education,internet_access,final_score
STU11225,Female,3.7,76.8,68.3,2,7.95,3.17,None,Self Study,School,Yes,90.8
STU11169,Male,4.68,57.2,67.1,5,6.85,0.8,Clubs,Coaching,College,Yes,100.0
STU10959,Female,5.5,75.3,47.7,9,7.39,4.04,None,Online Course,College,Yes,100.0
STU10502,Female,7.29,86.3,36.8,4,6.5,6.22,Volunteering,Online Course,School,Yes,100.0
STU11728,Female,4.44,100.0,65.0,7,6.39,1.53,Sports,Self Study,Postgraduate,Yes,100.0
STU10740,Male,1.01,64.2,83.9,7,5.31,4.64,None,Self Study,College,Yes,99.9
STU10041,Male,6.99,83.8,68.1,7,6.39,0.0,None,Self Study,College,Yes,100.0
STU10869,Male,4.33,81.6,74.5,10,8.91,2.1,Sports,Self Study,Postgraduate,Yes,100.0
STU10732,Other,5.62,96.1,68.5,10,8.96,3.78,Clubs,Group Study,Postgraduate,Yes,100.0
STU10540,Male,3.93,77.1,51.0,5,6.93,4.64,Clubs,Self Study,College,Yes,86.2
STU11202,Female,4.53,67.3,56.4,10,7.15,3.09,Sports,Group Study,School,Yes,100.0
STU11340,Male,5.07,76.0,68.4,8,5.81,3.64,None,Coaching,School,Yes,100.0
STU10698,Male,3.57,75.5,62.4,9,9.42,7.86,None,Self Study,College,Yes,90.7
STU12025,Male,2.83,90.5,68.6,4,6.92,2.27,Sports,Self Study,School,Yes,100.0
STU12099,Male,,92.2,65.6,8,8.27,4.71,Volunteering,Coaching,School,Yes,100.0
STU12088,Female,4.56,96.0,59.1,4,5.74,0.12,None,Self Study,College,Yes,96.6
STU11372,Male,7.16,65.7,97.7,3,6.32,8.76,Volunteering,Self Study,College,Yes,100.0
STU11146,Male,6.88,60.3,61.7,7,6.41,2.37,Music,Coaching,Postgraduate,Yes,100.0
STU11032,Male,5.91,75.8,90.7,4,7.62,2.83,None,Self Study,College,,100.0
STU10373,Male,7.21,65.1,67.1,9,8.75,3.68,Clubs,Coaching,School,Yes,100.0
STU10668,Female,6.46,70.6,65.4,3,7.16,3.03,Volunteering,Group Study,School,Yes,100.0
STU11432,Other,3.64,,70.8,7,8.07,3.05,Clubs,Online Course,College,Yes,100.0
STU12195,Male,5.85,76.5,58.2,6,6.61,5.74,None,Coaching,School,Yes,92.0
STU10358,Female,,79.5,67.2,6,7.41,4.65,Sports,Self Study,School,Yes,100.0
STU10968,Male,4.02,55.2,66.8,10,7.48,3.11,Music,Self Study,College,Yes,95.5
STU10784,Female,7.29,93.7,60.8,10,5.73,4.03,None,Self Study,Postgraduate,Yes,100.0
STU10736,Male,5.82,84.5,42.0,10,9.09,2.87,Sports,Self Study,College,Yes,100.0
STU11354,Female,,73.8,59.9,5,6.74,5.57,None,Coaching,School,Yes,86.6
STU11036,Female,5.5,62.0,59.1,4,8.32,3.2,Clubs,Self Study,Postgraduate,Yes,95.2
STU10971,Male,4.93,59.5,74.1,4,6.93,3.65,Sports,Online Course,College,Yes,100.0
STU10471,Male,6.2,90.3,63.8,9,9.6,3.9,None,Self Study,Postgraduate,Yes,100.0
STU10656,Female,6.14,68.7,65.6,2,7.13,7.38,Sports,Self Study,Postgraduate,Yes,100.0
STU12365,Female,10.56,67.6,67.4,6,6.92,2.09,None,Self Study,College,Yes,100.0
STU11910,Male,6.37,57.6,,10,9.13,4.36,None,Self Study,Postgraduate,Yes,100.0
STU12342,Female,5.12,66.0,77.3,10,8.28,6.8,Clubs,Self Study,College,Yes,100.0
STU11397,,6.71,61.6,84.4,5,5.03,6.59,None,Group Study,College,Yes,100.0
STU11537,Female,,100.0,51.6,6,7.51,2.56,None,Coaching,College,Yes,100.0
STU12010,Female,6.75,85.3,65.5,4,5.24,0.79,,Online Course,Postgraduate,No,100.0
STU12193,Female,3.5,81.2,82.2,3,7.88,3.49,None,Self Study,College,Yes,100.0
STU11550,Female,6.29,78.7,54.6,7,6.11,3.5,None,Online Course,College,Yes,100.0
STU11329,Female,5.25,80.8,82.2,5,6.0,2.82,None,Self Study,College,Yes,97.1
STU11257,Male,7.05,75.6,51.8,6,8.15,1.34,None,Self Study,College,Yes,100.0
STU12173,Other,4.9,84.7,,6,6.76,0.31,Sports,Group Study,College,Yes,100.0
STU11426,Female,3.68,88.7,88.8,9,7.92,4.54,None,Self Study,Postgraduate,Yes,100.0
STU11465,Male,7.48,75.1,69.1,2,6.5,1.7,Music,Group Study,College,Yes,99.8
STU11556,Male,4.24,82.5,68.9,7,6.5,2.84,Volunteering,Self Study,College,Yes,100.0
STU12167,Male,11.13,93.7,77.3,10,7.01,3.57,,Self Study,School,Yes,100.0
STU11251,Female,7.43,74.6,64.3,4,6.98,5.02,Clubs,Online Course,School,Yes,100.0
STU11700,Female,5.91,81.8,81.3,3,7.14,0.56,None,Online Course,,Yes,100.0
STU11253,Male,3.91,75.9,82.1,3,5.46,4.29,Clubs,Self Study,College,,89.8
STU12437,Other,3.53,81.1,83.1,8,5.16,5.33,Clubs,Coaching,School,Yes,100.0
STU12330,Female,7.5,55.3,84.1,3,7.92,5.12,Clubs,Self Study,School,Yes,100.0
STU11237,Male,5.55,72.1,65.6,9,6.9,4.49,None,Self Study,Postgraduate,Yes,95.7
STU10886,Male,6.08,83.1,89.7,5,8.88,2.63,None,Self Study,College,Yes,100.0
STU10080,Female,4.88,94.5,58.4,3,6.68,2.49,Sports,Self Study,College,Yes,95.6
STU11173,Female,5.27,84.8,63.6,8,5.41,5.73,Sports,Self Study,College,Yes,96.8
STU10815,Female,4.24,91.0,78.8,5,7.0,4.07,Music,Online Course,College,Yes,100.0
STU11853,Female,4.9,,67.8,9,7.7,7.59,Music,Self Study,College,Yes,100.0
STU11997,Male,6.11,72.3,63.7,8,6.03,5.85,Clubs,Self Study,School,Yes,100.0
STU10672,Male,6.04,86.3,73.4,10,6.98,2.05,None,Online Course,School,Yes,100.0
STU12198,Other,5.53,76.9,65.4,4,7.76,5.95,Clubs,Self Study,School,Yes,96.3
STU12453,Male,6.58,77.1,78.7,8,6.62,5.66,Clubs,Coaching,School,Yes,100.0
STU10058,Male,,88.1,62.5,2,7.51,1.49,Music,Coaching,College,Yes,100.0
STU10134,Male,5.06,78.1,48.9,9,7.55,4.45,Volunteering,Online Course,Postgraduate,Yes,97.8
STU11141,Female,8.94,59.3,91.4,7,7.49,1.54,Sports,Group Study,School,Yes,100.0
STU10934,Male,8.79,79.3,67.7,9,7.16,3.74,Clubs,Coaching,Postgraduate,No,100.0
STU10929,Male,5.04,100.0,76.3,3,6.44,3.06,Clubs,Online Course,College,Yes,100.0
STU10824,Female,,87.3,65.1,6,1.192812990772957,3.69,Clubs,Self Study,School,No,86.7
STU11433,Male,3.76,82.2,65.2,6,5.92,6.2,Sports,Self Study,,Yes,88.8
STU11393,Male,4.41,,73.4,9,,4.56,None,Self Study,College,Yes,96.4
STU11532,Male,6.12,72.5,63.7,3,6.1,3.58,Sports,Self Study,College,Yes,100.0
STU11215,Female,0.5,68.6,78.7,6,5.41,6.62,Clubs,Self Study,School,Yes,83.7
STU10505,Male,0.5,74.8,69.0,2,9.37,2.43,Sports,Self Study,College,Yes,85.5
STU12482,Female,3.74,80.3,66.2,10,8.17,5.33,None,Online Course,School,Yes,100.0
STU10348,Female,6.68,70.6,88.1,7,6.48,3.87,Sports,Coaching,College,Yes,100.0
STU10387,Female,6.38,84.1,50.5,3,8.12,4.27,Music,Self Study,School,Yes,100.0
STU11025,Female,1.28,67.0,49.3,10,7.87,4.98,,Group Study,College,Yes,79.0
STU11959,Male,4.93,71.1,57.9,5,5.25,3.69,Volunteering,Self Study,School,Yes,96.6
STU11385,Female,2.0,68.9,75.2,5,6.82,2.07,None,Online Course,College,Yes,97.5
STU10895,Female,4.88,85.0,68.4,9,7.07,4.23,Sports,Group Study,Postgraduate,Yes,100.0
STU10829,Male,28.784280346775812,69.9,62.5,8,6.18,5.18,Sports,Group Study,School,Yes,94.4
STU12446,Female,10.71,100.0,83.2,4,7.98,4.06,None,Group Study,College,Yes,100.0
STU10476,Female,4.82,81.8,53.1,9,9.16,4.74,Sports,Group Study,College,Yes,100.0
STU11684,Male,7.96,100.0,62.4,8,7.16,3.06,None,Self Study,School,Yes,100.0
STU12152,Female,6.96,89.9,76.6,4,5.59,8.23,None,Self Study,School,Yes,100.0
STU12339,Male,7.6,92.4,61.2,4,6.38,4.04,,Coaching,School,Yes,99.2
STU12137,Male,6.0,40.3,57.2,9,9.46,1.64,None,Online Course,Postgraduate,Yes,100.0
STU12101,Female,6.01,,85.3,8,8.61,2.9,None,Self Study,College,Yes,100.0
STU10653,Female,8.84,83.0,78.9,2,8.04,3.14,None,Group Study,School,Yes,100.0
STU10173,Female,4.59,72.4,62.0,8,9.53,1.65,None,Coaching,Postgraduate,Yes,100.0
STU11475,Male,5.12,70.0,43.7,3,6.34,3.34,None,Self Study,College,Yes,94.6
STU11150,Male,7.56,78.6,86.0,2,4.52,4.8,Clubs,Group Study,Postgraduate,Yes,100.0
STU10039,Female,3.85,85.4,44.9,3,,0.43,Sports,Online Course,School,Yes,91.7
STU11555,Other,2.75,84.9,58.8,4,6.29,7.97,Clubs,Self Study,School,No,100.0
STU12397,Female,4.62,85.4,76.0,9,7.06,5.03,Clubs,Self Study,Postgraduate,Yes,100.0
STU10714,Female,5.48,65.7,100.0,6,5.28,4.44,Clubs,Self Study,School,Yes,100.0
STU10091,Male,6.83,68.0,72.3,3,6.79,2.92,Sports,Online Course,Postgraduate,Yes,100.0
STU10167,Male,7.36,73.2,41.5,5,7.7,3.91,None,,College,No,100.0
STU11206,Other,4.15,75.2,45.2,4,7.56,1.29,Sports,Self Study,School,Yes,100.0
STU10876,Female,1.58,70.7,83.5,10,7.13,,Sports,Coaching,College,Yes,100.0
STU10445,Female,4.81,76.4,84.3,3,7.24,6.76,Music,Self Study,College,Yes,100.0
STU12163,Male,8.1,84.8,62.2,2,6.54,3.23,Clubs,Online Course,Postgraduate,Yes,97.6
STU12303,Male,0.5,,60.2,10,,4.09,Sports,Online Course,College,Yes,79.5
STU12445,Female,7.14,76.1,66.5,8,7.39,1.74,Clubs,Online Course,School,Yes,100.0
STU11094,Female,5.86,83.4,60.7,7,5.41,6.07,Music,Self Study,College,Yes,96.6
STU11828,Male,8.62,83.7,32.2,6,5.89,2.35,Volunteering,Online Course,College,Yes,99.6
STU11156,Female,5.72,82.2,97.3,7,6.73,2.55,,Coaching,Postgraduate,Yes,100.0
STU11325,Female,5.96,74.1,71.9,2,5.58,4.45,Music,Coaching,Postgraduate,Yes,100.0
STU10217,,6.58,79.4,57.0,3,5.96,1.24,None,Self Study,College,Yes,94.4
STU11351,Female,4.99,85.1,73.4,6,7.47,4.49,Clubs,Online Course,School,Yes,100.0
STU10511,Male,2.38,100.0,73.6,2,6.8,6.59,None,Self Study,College,Yes,86.8
STU11681,Male,2.5,92.5,76.1,4,8.24,,Sports,Self Study,Postgraduate,Yes,93.4
STU10500,Female,2.51,74.0,57.2,3,6.02,3.34,Sports,Group Study,School,Yes,94.4
STU12073,Female,1.54,81.7,62.9,4,7.03,8.83,None,Self Study,College,Yes,77.0
STU11857,Male,5.16,88.1,53.9,10,8.58,0.77,None,Online Course,,Yes,100.0
STU11389,Female,6.17,74.9,60.5,3,7.99,6.42,None,Online Course,College,Yes,94.8
STU11520,Female,1.63,78.1,71.1,5,6.9,3.69,None,Online Course,School,Yes,90.3
STU11672,Male,2.3,85.3,,10,7.95,3.17,None,Online Course,Postgraduate,No,100.0
STU10339,Female,7.81,92.4,72.4,4,8.09,3.84,Clubs,Self Study,College,Yes,100.0
STU12389,Female,7.75,75.9,48.4,4,7.62,1.14,None,Online Course,College,Yes,99.3
STU11189,Other,6.73,100.0,92.0,2,5.02,2.88,None,Self Study,College,Yes,100.0
STU10029,Male,6.33,91.0,79.5,2,7.07,0.29,None,Coaching,College,Yes,100.0
STU11541,Male,4.98,79.1,46.2,4,6.27,4.0,None,Online Course,Postgraduate,Yes,93.0
STU11218,Female,1.0,83.3,58.7,5,6.88,1.19,Clubs,Self Study,School,Yes,81.3
STU12054,Male,11.21,82.3,95.5,8,7.6,0.92,None,Coaching,College,Yes,100.0
STU10795,Female,1.93,71.0,54.1,8,,4.84,Music,Group Study,School,Yes,98.3
STU10946,Male,4.79,74.1,42.5,5,10.0,1.79,None,Coaching,College,Yes,100.0
STU11417,Male,9.96,74.2,87.0,2,7.13,2.36,Clubs,Group Study,College,Yes,100.0
STU10170,Male,5.42,70.1,99.2,2,8.56,2.62,Volunteering,Self Study,College,Yes,97.4
STU12106,Female,4.48,80.3,66.1,7,6.49,6.36,Music,Self Study,School,Yes,100.0
STU11677,Female,7.48,,66.1,2,6.51,6.33,Volunteering,Coaching,College,Yes,100.0
STU11198,Female,3.65,76.0,,3,7.91,3.81,None,Self Study,School,Yes,100.0
STU11543,Female,5.97,77.6,77.5,6,6.4,,None,Self Study,Postgraduate,Yes,100.0
STU11254,Female,6.1,87.1,60.0,4,8.47,1.55,Sports,Online Course,Postgraduate,No,100.0
STU11277,Female,4.3,67.1,78.4,8,7.99,3.39,None,Coaching,School,Yes,100.0
STU10913,Male,6.61,79.6,,8,7.01,4.56,Clubs,Coaching,,Yes,100.0
STU10492,Female,6.23,97.5,35.0,2,6.4,4.0,Sports,Online Course,College,Yes,100.0
STU10954,Male,3.18,86.7,74.0,4,6.89,0.85,Sports,Coaching,School,Yes,100.0
STU11098,Male,6.49,71.1,56.2,2,10.0,2.02,Music,Self Study,School,Yes,100.0
STU11033,Male,4.5,93.7,88.2,8,,4.46,Clubs,Coaching,School,Yes,100.0
STU10588,Female,3.83,67.1,79.0,5,7.22,3.38,Clubs,Self Study,College,Yes,97.9
STU10751,Male,5.52,91.8,73.4,3,10.0,0.28,None,Self Study,Postgraduate,No,100.0
STU10235,Female,4.04,77.7,59.2,2,6.9,3.53,Clubs,Coaching,School,Yes,92.9
STU10733,Female,6.6,65.1,,8,7.49,2.43,Clubs,Self Study,School,Yes,100.0
STU10241,Male,3.75,67.8,79.9,8,7.43,1.52,Music,Self Study,Postgraduate,Yes,100.0
STU11157,Female,5.5,75.2,44.7,7,7.57,2.72,Clubs,Coaching,,Yes,100.0
STU12151,Male,5.37,66.7,61.8,9,7.52,2.31,Sports,Coaching,School,Yes,100.0
STU11210,Other,6.1,74.7,59.3,10,7.94,2.48,None,Group Study,,Yes,100.0
STU11066,Male,5.38,98.1,73.0,9,4.86,3.48,Clubs,Self Study,School,Yes,100.0
STU11063,Female,4.59,62.9,70.2,3,7.53,2.32,Clubs,Online Course,College,Yes,90.6
STU11168,Female,9.1,64.8,30.7,6,9.35,1.88,None,Group Study,School,Yes,100.0
STU11493,Male,4.25,74.3,52.7,6,9.37,0.12,Music,Self Study,College,Yes,100.0
STU12476,Female,5.57,70.6,76.9,5,5.62,1.73,Sports,Self Study,School,Yes,99.8
STU10885,Male,3.31,77.1,79.0,10,7.94,4.31,Sports,Self Study,College,Yes,96.0
STU10144,Male,6.04,66.5,83.1,5,8.76,1.82,Clubs,Self Study,College,Yes,100.0
STU12465,Male,4.09,70.2,69.7,10,5.62,0.47,Sports,Coaching,College,Yes,100.0
STU10851,Male,4.78,78.8,82.1,10,6.56,1.9,Sports,Group Study,,Yes,100.0
STU10718,Female,6.87,92.5,61.5,3,7.64,3.48,Volunteering,Self Study,School,Yes,100.0
STU12383,Male,2.43,70.5,69.1,7,8.06,3.31,Clubs,Coaching,College,Yes,100.0
STU10265,Female,6.44,71.5,54.2,8,6.46,3.81,Music,Coaching,School,Yes,93.0
STU10076,Male,6.88,82.6,68.5,9,6.58,0.0,Music,Group Study,Postgraduate,Yes,100.0
STU10396,Female,5.78,63.5,76.7,2,7.56,5.74,None,Self Study,College,Yes,100.0
STU12129,Female,6.34,69.6,57.2,6,7.14,3.07,None,Self Study,College,Yes,100.0
STU12347,Female,5.15,88.8,86.0,7,7.37,2.66,Sports,Self Study,Postgraduate,Yes,100.0
STU10397,Female,7.02,89.7,74.1,7,5.76,5.42,None,Coaching,Postgraduate,Yes,100.0
STU11366,Female,6.25,64.9,63.1,3,6.4,1.54,Clubs,Self Study,College,Yes,100.0
STU12417,Female,4.01,57.3,64.8,6,6.36,2.84,Sports,Online Course,School,Yes,97.5
STU11904,Female,5.24,96.6,74.5,6,5.25,4.61,None,Online Course,College,Yes,100.0
STU10596,Female,4.65,64.4,72.5,8,6.38,5.92,Volunteering,Coaching,College,Yes,94.6
STU11297,Male,2.35,58.1,50.5,4,8.5,3.01,None,Coaching,,Yes,85.0
STU11822,Male,7.04,79.2,53.9,7,5.45,4.89,None,Self Study,College,Yes,95.8
STU10873,,6.95,60.3,70.5,9,6.95,3.47,None,,School,Yes,100.0
STU11549,Male,6.6,75.9,28.3,6,9.14,2.43,Music,Online Course,Postgraduate,Yes,100.0
STU10037,Male,5.27,67.6,78.0,8,8.69,3.26,None,Self Study,College,Yes,100.0
STU12113,Female,7.32,72.9,84.3,8,6.45,2.62,None,Coaching,Postgraduate,No,100.0
STU12135,Male,3.9,81.8,63.1,4,6.18,3.79,Music,Online Course,College,Yes,94.2
STU10978,Male,4.68,75.3,60.1,10,7.31,5.82,Sports,Coaching,School,Yes,100.0
STU11572,Male,5.06,76.1,85.5,5,6.71,8.95,None,Self Study,School,Yes,100.0
STU11123,Male,4.0,67.4,81.2,6,7.42,1.37,Music,Online Course,Postgraduate,Yes,100.0
STU11893,Male,3.23,65.1,48.7,10,6.3,4.44,None,Online Course,School,Yes,100.0
STU10676,Female,6.2,56.9,60.9,4,7.78,4.07,Clubs,Online Course,College,Yes,100.0
STU10729,Female,3.22,85.4,84.1,5,6.49,3.79,Music,Coaching,College,Yes,100.0
STU10413,Female,4.14,78.0,60.5,8,7.62,4.26,None,Self Study,School,Yes,100.0
STU11517,,18.64054609398345,,51.9,8,8.4,2.9,None,Coaching,College,No,100.0
STU11650,Other,4.11,57.2,44.7,6,5.83,5.8,Volunteering,Self Study,Postgraduate,Yes,83.7
STU10826,Female,5.56,81.4,75.1,10,,6.46,Music,Online Course,School,Yes,100.0
STU10617,Female,6.93,70.0,66.5,3,6.44,5.2,Clubs,Online Course,College,Yes,100.0
STU10115,Male,5.64,55.7,,3,6.31,1.03,Sports,Group Study,School,Yes,100.0
STU10418,Female,8.16,100.0,81.4,7,7.72,4.37,None,Group Study,School,Yes,100.0
STU11626,Female,7.76,76.9,66.4,2,6.36,4.41,Volunteering,,Postgraduate,Yes,98.3
STU12463,Female,5.19,81.1,82.7,3,3.5,3.39,None,Coaching,Postgraduate,Yes,100.0
STU10090,Male,,85.5,96.4,5,5.5,0.68,None,Self Study,College,Yes,100.0
STU12083,Male,3.19,79.8,66.1,2,7.29,4.57,Volunteering,Self Study,College,Yes,81.6
STU10754,,9.6,89.6,84.1,8,6.27,6.24,,Coaching,College,Yes,100.0
STU11631,Male,3.06,,72.7,9,8.23,2.35,None,Self Study,School,Yes,100.0
STU10012,Male,7.06,,50.2,5,7.66,3.76,Sports,Online Course,Postgraduate,Yes,100.0
STU10285,Male,3.28,82.6,72.2,7,6.55,2.56,Sports,Self Study,College,Yes,100.0
STU11067,Female,3.36,86.6,77.0,10,6.91,3.72,None,Online Course,College,,100.0
STU11192,Female,7.52,77.0,80.0,5,9.21,3.82,Clubs,Group Study,School,Yes,100.0
STU11441,Female,4.17,79.4,76.5,4,,3.2,Volunteering,Online Course,School,Yes,92.5
STU12349,Female,8.5,69.1,75.5,9,9.91,2.5,Sports,,College,Yes,100.0
STU12348,Female,4.12,85.6,63.1,3,3.5,3.3,Clubs,Self Study,College,Yes,100.0
STU12269,Male,1.81,60.0,94.1,2,8.97,4.45,None,Self Study,College,Yes,83.9
STU11569,Female,6.96,76.9,62.8,4,6.54,2.73,None,Coaching,Postgraduate,Yes,100.0
STU12155,Male,5.95,79.7,93.2,9,7.86,4.19,Music,Online Course,College,Yes,100.0
STU11688,Male,6.0,,52.8,7,5.02,0.0,Sports,Group Study,College,Yes,82.6
STU10852,Male,4.52,83.0,83.0,10,8.6,6.42,Music,Self Study,School,Yes,100.0
STU10896,Male,7.6,85.2,65.0,4,7.57,4.45,None,Online Course,School,Yes,100.0
STU10497, FEMALE ,1.84,63.5,59.6,2,6.72,3.56,Clubs,Group Study,Postgraduate,Yes,78.2
STU11783,Male,0.63,87.6,51.8,4,6.34,3.86,None,Coaching,College,Yes,67.5
STU10336,Male,3.07,76.7,53.2,4,8.26,1.38,Music,Online Course,College,Yes,96.4
STU10516,Male,6.19,71.2,62.4,7,7.93,,Music,Self Study,College,Yes,100.0
STU11349,Female,7.33,88.4,77.0,8,9.08,6.34,None,Group Study,College,Yes,100.0
STU11016,Male,3.46,74.3,54.3,10,7.26,1.96,Music,Online Course,School,Yes,100.0
STU12355,Female,3.13,75.2,70.8,2,6.49,1.51,Music,Self Study,College,No,88.8
STU11782,Female,5.69,126.904278939454,67.6,4,7.98,1.89,Sports,Self Study,School,,97.0
STU11786,Male,7.93,98.3,52.5,3,6.02,4.35,None,Online Course,College,Yes,99.3
STU12071,Female,4.82,76.8,71.1,9,5.76,5.05,Clubs,Online Course,College,Yes,100.0
STU10357,,5.97,77.3,40.9,8,6.53,4.93,Clubs,Self Study,School,Yes,100.0
STU12390,Female,5.41,92.2,66.7,10,5.3,2.6,Clubs,Online Course,School,Yes,100.0
STU11313,Male,,71.7,69.1,10,8.5,4.24,None,Coaching,College,Yes,100.0
STU11636,Other,7.67,70.7,65.5,8,7.17,0.71,Volunteering,Self Study,College,Yes,100.0
STU10551,Female,6.27,90.0,78.1,4,4.97,3.6,None,Online Course,Postgraduate,Yes,100.0
STU11228,Male,,85.6,80.5,8,,1.74,Clubs,Online Course,College,Yes,100.0
STU12242,Male,3.89,76.7,54.8,9,9.33,0.87,Sports,Self Study,College,Yes,100.0
STU10958,Male,9.99,66.7,78.9,8,4.95,4.61,None,Self Study,College,Yes,100.0
STU11774,Female,8.91,100.0,64.3,5,6.7,3.73,None,Self Study,School,Yes,100.0
STU11009,Male,23.53636362701782,84.6,65.4,10,10.0,4.96,Sports,Online Course,School,Yes,100.0
STU11093,Male,7.09,99.6,63.3,4,6.47,2.85,None,Online Course,Postgraduate,Yes,100.0
STU12473,Male,6.16,89.9,59.1,2,6.49,0.93,Clubs,Online Course,School,Yes,100.0
STU10997,Female,7.03,90.0,71.1,3,6.36,3.28,Clubs,Online Course,Postgraduate,No,96.1
STU11680,Male,4.94,68.6,92.8,9,7.17,4.81,Music,Self Study,College,No,100.0
STU10154,Female,4.53,68.1,87.0,4,6.91,4.41,None,Self Study,College,Yes,100.0
STU10581,Female,0.68,72.4,73.4,6,6.5,4.7,Clubs,Self Study,College,Yes,71.8
STU11471,Male,5.72,59.2,78.0,6,6.93,0.11,Volunteering,Group Study,School,Yes,100.0
STU10704,Male,5.39,91.3,68.3,2,5.84,2.26,None,Online Course,College,Yes,96.4
STU11213,Male,5.13,76.2,81.9,8,7.68,0.96,Music,Self Study,School,Yes,100.0
STU10897,Male,4.15,67.2,76.1,2,6.88,3.01,None,Coaching,School,Yes,100.0
STU10488,Female,6.36,97.0,58.1,4,9.51,2.53,None,Self Study,College,Yes,100.0
STU10560,Male,3.72,74.2,49.2,6,5.76,6.13,Music,Self Study,College,Yes,94.0
STU11142,Female,0.86,98.0,73.0,4,5.56,4.84,Music,Self Study,Postgraduate,Yes,85.4
STU11120,Female,3.52,74.8,61.9,3,6.77,4.35,Sports,Group Study,School,Yes,80.1
STU10513,Male,5.7,72.9,46.4,3,6.11,6.33,None,Self Study,College,Yes,90.4
STU10634,Female,1.63,70.5,81.1,2,6.32,4.21,Clubs,Self Study,College,Yes,80.3
STU12162,Male,3.61,73.7,71.1,10,8.67,2.01,Sports,Online Course,School,Yes,100.0
STU11665,Male,,75.3,57.9,2,7.67,2.42,None,Online Course,College,Yes,100.0
STU11013,Female,4.5,70.5,78.7,7,9.18,2.43,,Online Course,School,Yes,100.0
STU11932,Male,4.69,58.1,79.4,10,7.36,5.75,None,Self Study,School,Yes,100.0
STU11151,Other,5.87,95.2,59.0,8,5.92,5.03,None,Coaching,College,No,100.0
STU12352,Female,6.74,75.6,66.5,9,8.3,1.85,Music,Group Study,College,Yes,100.0
STU10117,,5.97,77.9,79.2,8,8.55,4.17,Clubs,Self Study,School,Yes,100.0
STU10741,Male,7.5,91.4,78.7,5,6.1,3.54,Music,Self Study,College,Yes,100.0
STU12316,Male,6.23,49.7,67.8,9,7.29,4.68,None,Self Study,Postgraduate,Yes,100.0
STU11975,Male,2.82,69.9,88.2,5,5.78,2.81,Clubs,Self Study,,Yes,98.5
STU11082,Female,5.2,100.0,,3,5.03,3.75,None,Coaching,College,Yes,86.0
STU11811,Male,1.59,81.9,72.9,5,6.52,,Volunteering,Self Study,School,Yes,89.1
STU10831,Female,6.29,78.2,52.5,6,6.5,2.67,Sports,Self Study,College,Yes,97.1
STU10120,Other,5.02,97.9,77.2,6,4.09,2.88,Sports,Self Study,College,Yes,100.0
STU10657,Male,3.76,100.0,40.7,7,8.08,5.81,Clubs,Online Course,,Yes,100.0
STU12290,Male,2.34,85.0,82.7,7,6.79,0.0,None,Self Study,School,Yes,100.0
STU12251,Male,3.43,88.4,54.4,5,4.51,2.01,Clubs,Online Course,Postgraduate,Yes,99.8
STU12457,Male,7.49,79.0,88.6,10,6.67,3.18,Sports,Self Study,College,Yes,100.0
STU10636,Other,4.93,64.5,35.1,8,6.2,5.11,None,Coaching,College,Yes,95.4
STU10370,Female,7.19,84.9,92.9,2,8.29,1.21,None,Online Course,School,Yes,100.0
STU10269,Female,5.61,87.9,78.4,7,5.03,3.39,None,Online Course,Postgraduate,Yes,100.0
STU10047,Male,7.24,74.3,80.7,2,4.98,3.28,,Self Study,College,No,100.0
STU10992,Female,8.46,66.5,80.9,6,7.06,1.59,Sports,Self Study,Postgraduate,Yes,100.0
STU10877,Female,5.48,,61.0,2,8.15,3.56,None,Self Study,School,Yes,100.0
STU10774,Male,8.2,73.5,83.5,6,6.09,3.61,Clubs,Self Study,,Yes,100.0
STU11220,,,81.4,58.3,8,6.54,3.78,Clubs,Self Study,School,,100.0
STU11127,Female,9.04,78.6,78.9,6,7.6,2.67,,Self Study,College,No,100.0
STU10005,Female,1.6,92.6,71.3,5,7.34,0.0,Music,Online Course,College,Yes,97.0
STU11596,Male,,56.8,60.7,8,8.39,1.02,None,Online Course,College,Yes,100.0
STU11078,Female,11.12,80.2,55.5,3,5.24,6.55,Clubs,,College,Yes,100.0
STU10838,Female,8.35,,57.2,2,6.69,5.52,None,Online Course,School,Yes,100.0
STU10682,Female,6.75,60.0,94.5,8,5.16,3.04,Clubs,Self Study,School,Yes,100.0
STU11716,Female,5.75,94.6,52.0,5,5.45,3.12,None,Self Study,College,Yes,100.0
STU11149,Female,7.54,94.4,39.2,2,5.75,5.21,Clubs,Online Course,College,Yes,100.0
STU10575,Male,5.88,93.2,83.7,4,7.46,2.33,Music,Group Study,Postgraduate,Yes,100.0
STU10051,Male,6.08,57.9,73.9,8,7.36,4.1,Sports,Self Study,College,Yes,100.0
STU10854,Male,5.56,68.3,47.6,8,5.7,2.32,None,Online Course,School,Yes,92.7
STU11983,Female,5.56,83.2,61.7,9,7.22,4.76,None,Coaching,School,Yes,100.0
STU11824,Female,6.79,79.4,82.8,5,7.65,3.59,Music,Coaching,College,No,100.0
STU10834,Male,4.74,73.2,56.6,8,6.78,1.43,Sports,Coaching,College,Yes,100.0
STU11116,Female,5.66,88.3,,10,7.65,0.94,None,Online Course,College,Yes,100.0
STU11167,Female,10.41,78.1,77.4,9,7.73,0.31,Clubs,Group Study,College,No,100.0
STU11907,Male,5.56,71.6,53.6,3,7.02,5.47,None,self-study,College,Yes,92.4
